"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"24633",27,3,2015-06-24,8103,912,1,0,"0",0
"24634",27,4,2015-06-25,7288,935,1,0,"0",0
"24635",27,5,2015-06-26,7830,923,1,0,"0",0
"24636",27,6,2015-06-27,7452,844,1,0,"0",0
"24637",27,7,2015-06-28,0,0,0,0,"0",0
"24638",27,1,2015-06-29,18736,1502,1,1,"0",1
"24639",27,2,2015-06-30,19780,1617,1,1,"0",1
"24640",27,3,2015-07-01,10857,1061,1,1,"0",1
"24641",27,4,2015-07-02,9896,1012,1,1,"0",1
"24642",27,5,2015-07-03,10286,1007,1,1,"0",1
"24643",27,6,2015-07-04,5233,604,1,0,"0",0
"24644",27,7,2015-07-05,0,0,0,0,"0",0
"24645",27,1,2015-07-06,10271,1149,1,0,"0",1
"24646",27,2,2015-07-07,7958,920,1,0,"0",1
"24647",27,3,2015-07-08,8125,925,1,0,"0",1
"24648",27,4,2015-07-09,8294,988,1,0,"0",1
"24649",27,5,2015-07-10,8059,960,1,0,"0",1
"24650",27,6,2015-07-11,6981,759,1,0,"0",0
"24651",27,7,2015-07-12,0,0,0,0,"0",0
"24652",27,1,2015-07-13,12121,1134,1,1,"0",1
"24653",27,2,2015-07-14,13482,1285,1,1,"0",1
"24654",27,3,2015-07-15,10741,1120,1,1,"0",1
"24655",27,4,2015-07-16,11297,1096,1,1,"0",1
"24656",27,5,2015-07-17,8617,941,1,1,"0",1
"24657",27,6,2015-07-18,7075,782,1,0,"0",0
"24658",27,7,2015-07-19,0,0,0,0,"0",0
"24659",27,1,2015-07-20,7437,912,1,0,"0",1
"24660",27,2,2015-07-21,7727,927,1,0,"0",1
"24661",27,3,2015-07-22,6789,874,1,0,"0",1
"24662",27,4,2015-07-23,6749,890,1,0,"0",1
"24663",27,5,2015-07-24,6382,845,1,0,"0",1
"24664",27,6,2015-07-25,5120,598,1,0,"0",0
"24665",27,7,2015-07-26,0,0,0,0,"0",0
"24666",27,1,2015-07-27,12322,1116,1,1,"0",1
"24667",27,2,2015-07-28,10956,1075,1,1,"0",1
"24668",27,3,2015-07-29,10318,1029,1,1,"0",1
"24669",27,4,2015-07-30,10270,1065,1,1,"0",1
"24670",27,5,2015-07-31,13213,1263,1,1,"0",1
"24671",28,2,2013-01-01,0,0,0,0,"a",1
"24672",28,3,2013-01-02,4958,609,1,0,"0",1
"24673",28,4,2013-01-03,5287,641,1,0,"0",1
"24674",28,5,2013-01-04,5481,623,1,0,"0",1
"24675",28,6,2013-01-05,2070,287,1,0,"0",0
"24676",28,7,2013-01-06,0,0,0,0,"a",0
"24677",28,1,2013-01-07,10126,989,1,1,"0",0
"24678",28,2,2013-01-08,7892,775,1,1,"0",0
"24679",28,3,2013-01-09,6632,655,1,1,"0",0
"24680",28,4,2013-01-10,6179,678,1,1,"0",0
"24681",28,5,2013-01-11,6630,741,1,1,"0",0
"24682",28,6,2013-01-12,2401,298,1,0,"0",0
"24683",28,7,2013-01-13,0,0,0,0,"0",0
"24684",28,1,2013-01-14,4736,617,1,0,"0",0
"24685",28,2,2013-01-15,4595,595,1,0,"0",0
"24686",28,3,2013-01-16,4420,530,1,0,"0",0
"24687",28,4,2013-01-17,4019,527,1,0,"0",0
"24688",28,5,2013-01-18,4417,554,1,0,"0",0
"24689",28,6,2013-01-19,2415,280,1,0,"0",0
"24690",28,7,2013-01-20,0,0,0,0,"0",0
"24691",28,1,2013-01-21,7222,741,1,1,"0",0
"24692",28,2,2013-01-22,7485,732,1,1,"0",0
"24693",28,3,2013-01-23,5703,601,1,1,"0",0
"24694",28,4,2013-01-24,5821,676,1,1,"0",0
"24695",28,5,2013-01-25,6251,674,1,1,"0",0
"24696",28,6,2013-01-26,2123,253,1,0,"0",0
"24697",28,7,2013-01-27,0,0,0,0,"0",0
"24698",28,1,2013-01-28,4309,555,1,0,"0",0
"24699",28,2,2013-01-29,4095,527,1,0,"0",0
"24700",28,3,2013-01-30,4436,538,1,0,"0",0
"24701",28,4,2013-01-31,5310,647,1,0,"0",0
"24702",28,5,2013-02-01,5067,604,1,0,"0",1
"24703",28,6,2013-02-02,2601,301,1,0,"0",0
"24704",28,7,2013-02-03,0,0,0,0,"0",0
"24705",28,1,2013-02-04,7727,819,1,1,"0",1
"24706",28,2,2013-02-05,7337,753,1,1,"0",1
"24707",28,3,2013-02-06,6611,706,1,1,"0",1
"24708",28,4,2013-02-07,5472,600,1,1,"0",1
"24709",28,5,2013-02-08,6054,638,1,1,"0",1
"24710",28,6,2013-02-09,2035,262,1,0,"0",0
"24711",28,7,2013-02-10,0,0,0,0,"0",0
"24712",28,1,2013-02-11,4530,577,1,0,"0",0
"24713",28,2,2013-02-12,4758,616,1,0,"0",0
"24714",28,3,2013-02-13,4680,587,1,0,"0",0
"24715",28,4,2013-02-14,5008,631,1,0,"0",0
"24716",28,5,2013-02-15,4871,593,1,0,"0",0
"24717",28,6,2013-02-16,2583,297,1,0,"0",0
"24718",28,7,2013-02-17,0,0,0,0,"0",0
"24719",28,1,2013-02-18,9636,925,1,1,"0",0
"24720",28,2,2013-02-19,6468,658,1,1,"0",0
"24721",28,3,2013-02-20,6433,673,1,1,"0",0
"24722",28,4,2013-02-21,6774,712,1,1,"0",0
"24723",28,5,2013-02-22,5901,661,1,1,"0",0
"24724",28,6,2013-02-23,2410,271,1,0,"0",0
"24725",28,7,2013-02-24,0,0,0,0,"0",0
"24726",28,1,2013-02-25,4389,566,1,0,"0",0
"24727",28,2,2013-02-26,4276,546,1,0,"0",0
"24728",28,3,2013-02-27,4483,544,1,0,"0",0
"24729",28,4,2013-02-28,4909,621,1,0,"0",0
"24730",28,5,2013-03-01,5499,657,1,0,"0",0
"24731",28,6,2013-03-02,2976,324,1,0,"0",0
"24732",28,7,2013-03-03,0,0,0,0,"0",0
"24733",28,1,2013-03-04,9382,938,1,1,"0",0
"24734",28,2,2013-03-05,8422,867,1,1,"0",0
"24735",28,3,2013-03-06,5766,647,1,1,"0",0
"24736",28,4,2013-03-07,6548,712,1,1,"0",0
"24737",28,5,2013-03-08,5920,657,1,1,"0",0
"24738",28,6,2013-03-09,2250,303,1,0,"0",0
"24739",28,7,2013-03-10,0,0,0,0,"0",0
"24740",28,1,2013-03-11,4077,507,1,0,"0",0
"24741",28,2,2013-03-12,3803,540,1,0,"0",0
"24742",28,3,2013-03-13,4037,501,1,0,"0",0
"24743",28,4,2013-03-14,4239,551,1,0,"0",0
"24744",28,5,2013-03-15,4800,593,1,0,"0",0
"24745",28,6,2013-03-16,2509,294,1,0,"0",0
"24746",28,7,2013-03-17,0,0,0,0,"0",0
"24747",28,1,2013-03-18,7148,715,1,1,"0",0
"24748",28,2,2013-03-19,7387,733,1,1,"0",0
"24749",28,3,2013-03-20,6635,729,1,1,"0",0
"24750",28,4,2013-03-21,5948,667,1,1,"0",0
"24751",28,5,2013-03-22,6049,661,1,1,"0",0
"24752",28,6,2013-03-23,2023,259,1,0,"0",0
"24753",28,7,2013-03-24,0,0,0,0,"0",0
"24754",28,1,2013-03-25,9657,959,1,1,"0",1
"24755",28,2,2013-03-26,9016,881,1,1,"0",1
"24756",28,3,2013-03-27,7812,817,1,1,"0",1
"24757",28,4,2013-03-28,9408,983,1,1,"0",1
"24758",28,5,2013-03-29,0,0,0,1,"b",1
"24759",28,6,2013-03-30,4895,552,1,0,"0",0
"24760",28,7,2013-03-31,0,0,0,0,"0",0
"24761",28,1,2013-04-01,0,0,0,0,"b",0
"24762",28,2,2013-04-02,5821,739,1,0,"0",0
"24763",28,3,2013-04-03,4446,539,1,0,"0",0
"24764",28,4,2013-04-04,4977,632,1,0,"0",0
"24765",28,5,2013-04-05,5071,605,1,0,"0",0
"24766",28,6,2013-04-06,2420,302,1,0,"0",0
"24767",28,7,2013-04-07,0,0,0,0,"0",0
"24768",28,1,2013-04-08,8140,875,1,1,"0",0
"24769",28,2,2013-04-09,7299,766,1,1,"0",0
"24770",28,3,2013-04-10,6053,638,1,1,"0",0
"24771",28,4,2013-04-11,5353,618,1,1,"0",0
"24772",28,5,2013-04-12,5489,661,1,1,"0",0
"24773",28,6,2013-04-13,1956,261,1,0,"0",0
"24774",28,7,2013-04-14,0,0,0,0,"0",0
"24775",28,1,2013-04-15,4247,547,1,0,"0",0
"24776",28,2,2013-04-16,3751,550,1,0,"0",0
"24777",28,3,2013-04-17,4054,485,1,0,"0",0
"24778",28,4,2013-04-18,4477,601,1,0,"0",0
"24779",28,5,2013-04-19,4832,574,1,0,"0",0
"24780",28,6,2013-04-20,2090,273,1,0,"0",0
"24781",28,7,2013-04-21,0,0,0,0,"0",0
"24782",28,1,2013-04-22,8065,808,1,1,"0",0
"24783",28,2,2013-04-23,6964,741,1,1,"0",0
"24784",28,3,2013-04-24,5229,587,1,1,"0",0
"24785",28,4,2013-04-25,5446,598,1,1,"0",0
"24786",28,5,2013-04-26,5804,608,1,1,"0",0
"24787",28,6,2013-04-27,2465,292,1,0,"0",0
"24788",28,7,2013-04-28,0,0,0,0,"0",0
"24789",28,1,2013-04-29,8365,855,1,1,"0",0
"24790",28,2,2013-04-30,9103,935,1,1,"0",0
"24791",28,3,2013-05-01,0,0,0,1,"a",0
"24792",28,4,2013-05-02,7973,866,1,1,"0",0
"24793",28,5,2013-05-03,6638,748,1,1,"0",0
"24794",28,6,2013-05-04,2255,324,1,0,"0",0
"24795",28,7,2013-05-05,0,0,0,0,"0",0
"24796",28,1,2013-05-06,4841,623,1,0,"0",0
"24797",28,2,2013-05-07,4889,603,1,0,"0",0
"24798",28,3,2013-05-08,5633,684,1,0,"0",0
"24799",28,4,2013-05-09,0,0,0,0,"a",0
"24800",28,5,2013-05-10,5860,715,1,0,"0",1
"24801",28,6,2013-05-11,2569,314,1,0,"0",0
"24802",28,7,2013-05-12,0,0,0,0,"0",0
"24803",28,1,2013-05-13,8683,849,1,1,"0",1
"24804",28,2,2013-05-14,7086,732,1,1,"0",1
"24805",28,3,2013-05-15,6488,651,1,1,"0",1
"24806",28,4,2013-05-16,6066,709,1,1,"0",1
"24807",28,5,2013-05-17,5335,648,1,1,"0",1
"24808",28,6,2013-05-18,2751,281,1,0,"0",0
"24809",28,7,2013-05-19,0,0,0,0,"0",0
"24810",28,1,2013-05-20,0,0,0,0,"a",0
"24811",28,2,2013-05-21,5544,662,1,0,"0",0
"24812",28,3,2013-05-22,3615,441,1,0,"0",0
"24813",28,4,2013-05-23,4727,626,1,0,"0",0
"24814",28,5,2013-05-24,4409,566,1,0,"0",0
"24815",28,6,2013-05-25,2451,278,1,0,"0",0
"24816",28,7,2013-05-26,0,0,0,0,"0",0
"24817",28,1,2013-05-27,9238,909,1,1,"0",0
"24818",28,2,2013-05-28,6930,736,1,1,"0",0
"24819",28,3,2013-05-29,6397,629,1,1,"0",0
"24820",28,4,2013-05-30,6802,732,1,1,"0",0
"24821",28,5,2013-05-31,6719,743,1,1,"0",0
"24822",28,6,2013-06-01,2884,331,1,0,"0",0
"24823",28,7,2013-06-02,0,0,0,0,"0",0
"24824",28,1,2013-06-03,8652,877,1,1,"0",0
"24825",28,2,2013-06-04,7323,773,1,1,"0",0
"24826",28,3,2013-06-05,5516,604,1,1,"0",0
"24827",28,4,2013-06-06,6518,757,1,1,"0",0
"24828",28,5,2013-06-07,5345,635,1,1,"0",0
"24829",28,6,2013-06-08,2641,311,1,0,"0",0
"24830",28,7,2013-06-09,0,0,0,0,"0",0
"24831",28,1,2013-06-10,4851,611,1,0,"0",0
"24832",28,2,2013-06-11,5200,666,1,0,"0",0
"24833",28,3,2013-06-12,4283,551,1,0,"0",0
"24834",28,4,2013-06-13,4673,588,1,0,"0",0
"24835",28,5,2013-06-14,5211,637,1,0,"0",0
"24836",28,6,2013-06-15,2765,313,1,0,"0",0
"24837",28,7,2013-06-16,0,0,0,0,"0",0
"24838",28,1,2013-06-17,8693,872,1,1,"0",0
"24839",28,2,2013-06-18,7202,759,1,1,"0",0
"24840",28,3,2013-06-19,5576,564,1,1,"0",0
"24841",28,4,2013-06-20,5964,640,1,1,"0",0
"24842",28,5,2013-06-21,5866,674,1,1,"0",0
"24843",28,6,2013-06-22,2920,317,1,0,"0",0
"24844",28,7,2013-06-23,0,0,0,0,"0",0
"24845",28,1,2013-06-24,4848,632,1,0,"0",0
"24846",28,2,2013-06-25,4602,566,1,0,"0",0
"24847",28,3,2013-06-26,4088,505,1,0,"0",0
"24848",28,4,2013-06-27,5033,571,1,0,"0",0
"24849",28,5,2013-06-28,5639,635,1,0,"0",0
"24850",28,6,2013-06-29,2577,315,1,0,"0",0
"24851",28,7,2013-06-30,0,0,0,0,"0",0
"24852",28,1,2013-07-01,8529,850,1,1,"0",0
"24853",28,2,2013-07-02,7979,838,1,1,"0",0
"24854",28,3,2013-07-03,6003,642,1,1,"0",0
"24855",28,4,2013-07-04,6121,686,1,1,"0",0
"24856",28,5,2013-07-05,6468,745,1,1,"0",0
"24857",28,6,2013-07-06,3293,366,1,0,"0",0
"24858",28,7,2013-07-07,0,0,0,0,"0",0
"24859",28,1,2013-07-08,5286,683,1,0,"0",0
"24860",28,2,2013-07-09,4517,556,1,0,"0",0
"24861",28,3,2013-07-10,4180,527,1,0,"0",0
"24862",28,4,2013-07-11,5732,668,1,0,"0",0
"24863",28,5,2013-07-12,5626,629,1,0,"0",0
"24864",28,6,2013-07-13,2529,273,1,0,"0",0
"24865",28,7,2013-07-14,0,0,0,0,"0",0
"24866",28,1,2013-07-15,8476,868,1,1,"0",1
"24867",28,2,2013-07-16,7209,734,1,1,"0",1
"24868",28,3,2013-07-17,5503,626,1,1,"0",1
"24869",28,4,2013-07-18,5954,676,1,1,"0",1
"24870",28,5,2013-07-19,5592,673,1,1,"0",1
"24871",28,6,2013-07-20,2818,339,1,0,"0",0
"24872",28,7,2013-07-21,0,0,0,0,"0",0
"24873",28,1,2013-07-22,5216,592,1,0,"0",1
"24874",28,2,2013-07-23,4319,528,1,0,"0",1
"24875",28,3,2013-07-24,4498,550,1,0,"0",1
"24876",28,4,2013-07-25,5049,560,1,0,"0",1
"24877",28,5,2013-07-26,4813,581,1,0,"0",1
"24878",28,6,2013-07-27,2537,332,1,0,"0",0
"24879",28,7,2013-07-28,0,0,0,0,"0",0
"24880",28,1,2013-07-29,8782,871,1,1,"0",1
"24881",28,2,2013-07-30,7355,769,1,1,"0",1
"24882",28,3,2013-07-31,7289,797,1,1,"0",1
"24883",28,4,2013-08-01,7656,802,1,1,"0",1
"24884",28,5,2013-08-02,5906,656,1,1,"0",1
"24885",28,6,2013-08-03,3087,359,1,0,"0",0
"24886",28,7,2013-08-04,0,0,0,0,"0",0
"24887",28,1,2013-08-05,5243,646,1,0,"0",1
"24888",28,2,2013-08-06,4309,525,1,0,"0",1
"24889",28,3,2013-08-07,4342,538,1,0,"0",1
"24890",28,4,2013-08-08,4852,604,1,0,"0",1
"24891",28,5,2013-08-09,4825,609,1,0,"0",1
"24892",28,6,2013-08-10,2457,281,1,0,"0",0
"24893",28,7,2013-08-11,0,0,0,0,"0",0
"24894",28,1,2013-08-12,8695,851,1,1,"0",1
"24895",28,2,2013-08-13,6748,729,1,1,"0",1
"24896",28,3,2013-08-14,5609,624,1,1,"0",1
"24897",28,4,2013-08-15,5908,693,1,1,"0",1
"24898",28,5,2013-08-16,5509,654,1,1,"0",1
"24899",28,6,2013-08-17,2443,285,1,0,"0",0
"24900",28,7,2013-08-18,0,0,0,0,"0",0
"24901",28,1,2013-08-19,4910,614,1,0,"0",1
"24902",28,2,2013-08-20,5081,632,1,0,"0",1
"24903",28,3,2013-08-21,4270,540,1,0,"0",1
"24904",28,4,2013-08-22,4403,571,1,0,"0",1
"24905",28,5,2013-08-23,4517,541,1,0,"0",1
"24906",28,6,2013-08-24,2480,308,1,0,"0",0
"24907",28,7,2013-08-25,0,0,0,0,"0",0
"24908",28,1,2013-08-26,7979,791,1,1,"0",1
"24909",28,2,2013-08-27,6566,734,1,1,"0",1
"24910",28,3,2013-08-28,5891,640,1,1,"0",1
"24911",28,4,2013-08-29,7078,764,1,1,"0",0
"24912",28,5,2013-08-30,7322,765,1,1,"0",0
"24913",28,6,2013-08-31,2605,331,1,0,"0",0
"24914",28,7,2013-09-01,0,0,0,0,"0",0
"24915",28,1,2013-09-02,4325,588,1,0,"0",0
"24916",28,2,2013-09-03,4873,644,1,0,"0",0
"24917",28,3,2013-09-04,4088,558,1,0,"0",0
"24918",28,4,2013-09-05,4928,609,1,0,"0",0
"24919",28,5,2013-09-06,4597,544,1,0,"0",0
"24920",28,6,2013-09-07,2371,272,1,0,"0",0
"24921",28,7,2013-09-08,0,0,0,0,"0",0
"24922",28,1,2013-09-09,9164,889,1,1,"0",0
"24923",28,2,2013-09-10,7982,786,1,1,"0",0
"24924",28,3,2013-09-11,6285,658,1,1,"0",0
"24925",28,4,2013-09-12,6506,727,1,1,"0",0
"24926",28,5,2013-09-13,5797,682,1,1,"0",0
"24927",28,6,2013-09-14,2689,311,1,0,"0",0
"24928",28,7,2013-09-15,0,0,0,0,"0",0
"24929",28,1,2013-09-16,4676,618,1,0,"0",0
"24930",28,2,2013-09-17,4329,560,1,0,"0",0
"24931",28,3,2013-09-18,3749,480,1,0,"0",0
"24932",28,4,2013-09-19,4680,598,1,0,"0",0
"24933",28,5,2013-09-20,4264,548,1,0,"0",0
"24934",28,6,2013-09-21,2228,277,1,0,"0",0
"24935",28,7,2013-09-22,0,0,0,0,"0",0
"24936",28,1,2013-09-23,9480,866,1,1,"0",0
"24937",28,2,2013-09-24,7132,741,1,1,"0",0
"24938",28,3,2013-09-25,4992,568,1,1,"0",0
"24939",28,4,2013-09-26,5957,650,1,1,"0",0
"24940",28,5,2013-09-27,5911,647,1,1,"0",0
"24941",28,6,2013-09-28,2543,327,1,0,"0",0
"24942",28,7,2013-09-29,0,0,0,0,"0",0
"24943",28,1,2013-09-30,5408,646,1,0,"0",0
"24944",28,2,2013-10-01,5099,619,1,0,"0",0
"24945",28,3,2013-10-02,5268,642,1,0,"0",0
"24946",28,4,2013-10-03,0,0,0,0,"a",0
"24947",28,5,2013-10-04,6226,743,1,0,"0",0
"24948",28,6,2013-10-05,2548,383,1,0,"0",0
"24949",28,7,2013-10-06,0,0,0,0,"0",0
"24950",28,1,2013-10-07,9539,951,1,1,"0",0
"24951",28,2,2013-10-08,7229,767,1,1,"0",0
"24952",28,3,2013-10-09,6348,663,1,1,"0",0
"24953",28,4,2013-10-10,5611,619,1,1,"0",0
"24954",28,5,2013-10-11,6142,663,1,1,"0",0
"24955",28,6,2013-10-12,2554,287,1,0,"0",0
"24956",28,7,2013-10-13,0,0,0,0,"0",0
"24957",28,1,2013-10-14,5162,610,1,0,"0",0
"24958",28,2,2013-10-15,4025,507,1,0,"0",0
"24959",28,3,2013-10-16,4481,522,1,0,"0",0
"24960",28,4,2013-10-17,4729,580,1,0,"0",0
"24961",28,5,2013-10-18,4392,547,1,0,"0",0
"24962",28,6,2013-10-19,2287,274,1,0,"0",0
"24963",28,7,2013-10-20,0,0,0,0,"0",0
"24964",28,1,2013-10-21,8461,856,1,1,"0",1
"24965",28,2,2013-10-22,5905,646,1,1,"0",1
"24966",28,3,2013-10-23,5443,604,1,1,"0",1
"24967",28,4,2013-10-24,5213,632,1,1,"0",1
"24968",28,5,2013-10-25,5152,578,1,1,"0",1
"24969",28,6,2013-10-26,2584,298,1,0,"0",0
"24970",28,7,2013-10-27,0,0,0,0,"0",0
"24971",28,1,2013-10-28,4536,578,1,0,"0",0
"24972",28,2,2013-10-29,4822,641,1,0,"0",0
"24973",28,3,2013-10-30,6003,699,1,0,"0",0
"24974",28,4,2013-10-31,0,0,0,0,"a",0
"24975",28,5,2013-11-01,5971,692,1,0,"0",0
"24976",28,6,2013-11-02,2485,303,1,0,"0",0
"24977",28,7,2013-11-03,0,0,0,0,"0",0
"24978",28,1,2013-11-04,9939,909,1,1,"0",0
"24979",28,2,2013-11-05,7869,794,1,1,"0",0
"24980",28,3,2013-11-06,5902,638,1,1,"0",0
"24981",28,4,2013-11-07,5963,620,1,1,"0",0
"24982",28,5,2013-11-08,6156,671,1,1,"0",0
"24983",28,6,2013-11-09,2556,308,1,0,"0",0
"24984",28,7,2013-11-10,0,0,0,0,"0",0
"24985",28,1,2013-11-11,4897,602,1,0,"0",0
"24986",28,2,2013-11-12,4539,533,1,0,"0",0
"24987",28,3,2013-11-13,4624,528,1,0,"0",0
"24988",28,4,2013-11-14,4772,586,1,0,"0",0
"24989",28,5,2013-11-15,5105,608,1,0,"0",0
"24990",28,6,2013-11-16,2799,308,1,0,"0",0
"24991",28,7,2013-11-17,0,0,0,0,"0",0
"24992",28,1,2013-11-18,9816,896,1,1,"0",0
"24993",28,2,2013-11-19,7692,759,1,1,"0",0
"24994",28,3,2013-11-20,5051,496,1,1,"0",0
"24995",28,4,2013-11-21,6439,687,1,1,"0",0
"24996",28,5,2013-11-22,6489,657,1,1,"0",0
"24997",28,6,2013-11-23,2880,312,1,0,"0",0
"24998",28,7,2013-11-24,0,0,0,0,"0",0
"24999",28,1,2013-11-25,5016,623,1,0,"0",0
"25000",28,2,2013-11-26,5158,598,1,0,"0",0
"25001",28,3,2013-11-27,4927,543,1,0,"0",0
"25002",28,4,2013-11-28,5968,657,1,0,"0",0
"25003",28,5,2013-11-29,6330,675,1,0,"0",0
"25004",28,6,2013-11-30,3455,352,1,0,"0",0
"25005",28,7,2013-12-01,0,0,0,0,"0",0
"25006",28,1,2013-12-02,12968,1038,1,1,"0",0
"25007",28,2,2013-12-03,9409,898,1,1,"0",0
"25008",28,3,2013-12-04,7517,709,1,1,"0",0
"25009",28,4,2013-12-05,9558,900,1,1,"0",0
"25010",28,5,2013-12-06,5656,585,1,1,"0",0
"25011",28,6,2013-12-07,2713,304,1,0,"0",0
"25012",28,7,2013-12-08,0,0,0,0,"0",0
"25013",28,1,2013-12-09,5781,614,1,0,"0",0
"25014",28,2,2013-12-10,6509,660,1,0,"0",0
"25015",28,3,2013-12-11,5916,606,1,0,"0",0
"25016",28,4,2013-12-12,6017,635,1,0,"0",0
"25017",28,5,2013-12-13,6237,666,1,0,"0",0
"25018",28,6,2013-12-14,3322,344,1,0,"0",0
"25019",28,7,2013-12-15,0,0,0,0,"0",0
"25020",28,1,2013-12-16,12958,1089,1,1,"0",0
"25021",28,2,2013-12-17,11031,962,1,1,"0",0
"25022",28,3,2013-12-18,10122,887,1,1,"0",0
"25023",28,4,2013-12-19,9728,914,1,1,"0",0
"25024",28,5,2013-12-20,9873,946,1,1,"0",0
"25025",28,6,2013-12-21,5540,525,1,0,"0",0
"25026",28,7,2013-12-22,0,0,0,0,"0",0
"25027",28,1,2013-12-23,12373,1251,1,0,"0",1
"25028",28,2,2013-12-24,3604,351,1,0,"0",1
"25029",28,3,2013-12-25,0,0,0,0,"c",1
"25030",28,4,2013-12-26,0,0,0,0,"c",1
"25031",28,5,2013-12-27,6165,746,1,0,"0",1
"25032",28,6,2013-12-28,3508,375,1,0,"0",0
"25033",28,7,2013-12-29,0,0,0,0,"0",0
"25034",28,1,2013-12-30,7228,874,1,0,"0",1
"25035",28,2,2013-12-31,2248,268,1,0,"0",1
"25036",28,3,2014-01-01,0,0,0,0,"a",1
"25037",28,4,2014-01-02,4729,590,1,0,"0",1
"25038",28,5,2014-01-03,5146,629,1,0,"0",1
"25039",28,6,2014-01-04,2868,351,1,0,"0",0
"25040",28,7,2014-01-05,0,0,0,0,"0",0
"25041",28,1,2014-01-06,0,0,0,1,"a",0
"25042",28,2,2014-01-07,12486,1188,1,1,"0",0
"25043",28,3,2014-01-08,7620,767,1,1,"0",0
"25044",28,4,2014-01-09,7096,770,1,1,"0",0
"25045",28,5,2014-01-10,6802,743,1,1,"0",0
"25046",28,6,2014-01-11,2638,316,1,0,"0",0
"25047",28,7,2014-01-12,0,0,0,0,"0",0
"25048",28,1,2014-01-13,4608,596,1,0,"0",0
"25049",28,2,2014-01-14,4551,581,1,0,"0",0
"25050",28,3,2014-01-15,4120,514,1,0,"0",0
"25051",28,4,2014-01-16,3918,505,1,0,"0",0
"25052",28,5,2014-01-17,4874,609,1,0,"0",0
"25053",28,6,2014-01-18,2456,278,1,0,"0",0
"25054",28,7,2014-01-19,0,0,0,0,"0",0
"25055",28,1,2014-01-20,8757,820,1,1,"0",0
"25056",28,2,2014-01-21,6191,651,1,1,"0",0
"25057",28,3,2014-01-22,4883,523,1,1,"0",0
"25058",28,4,2014-01-23,5434,584,1,1,"0",0
"25059",28,5,2014-01-24,4695,516,1,1,"0",0
"25060",28,6,2014-01-25,1986,225,1,0,"0",0
"25061",28,7,2014-01-26,0,0,0,0,"0",0
"25062",28,1,2014-01-27,4048,501,1,0,"0",0
"25063",28,2,2014-01-28,4311,533,1,0,"0",0
"25064",28,3,2014-01-29,4389,485,1,0,"0",0
"25065",28,4,2014-01-30,5063,587,1,0,"0",0
"25066",28,5,2014-01-31,5585,630,1,0,"0",0
"25067",28,6,2014-02-01,2694,314,1,0,"0",0
"25068",28,7,2014-02-02,0,0,0,0,"0",0
"25069",28,1,2014-02-03,10278,950,1,1,"0",1
"25070",28,2,2014-02-04,7488,764,1,1,"0",1
"25071",28,3,2014-02-05,5635,603,1,1,"0",1
"25072",28,4,2014-02-06,6432,678,1,1,"0",1
"25073",28,5,2014-02-07,5454,592,1,1,"0",1
"25074",28,6,2014-02-08,2254,292,1,0,"0",0
"25075",28,7,2014-02-09,0,0,0,0,"0",0
"25076",28,1,2014-02-10,4490,576,1,0,"0",1
"25077",28,2,2014-02-11,4203,527,1,0,"0",1
"25078",28,3,2014-02-12,4273,540,1,0,"0",1
"25079",28,4,2014-02-13,5399,613,1,0,"0",0
"25080",28,5,2014-02-14,5248,604,1,0,"0",0
"25081",28,6,2014-02-15,2262,283,1,0,"0",0
"25082",28,7,2014-02-16,0,0,0,0,"0",0
"25083",28,1,2014-02-17,9396,915,1,1,"0",0
"25084",28,2,2014-02-18,7901,759,1,1,"0",0
"25085",28,3,2014-02-19,6141,668,1,1,"0",0
"25086",28,4,2014-02-20,5636,676,1,1,"0",0
"25087",28,5,2014-02-21,5015,601,1,1,"0",0
"25088",28,6,2014-02-22,2546,296,1,0,"0",0
"25089",28,7,2014-02-23,0,0,0,0,"0",0
"25090",28,1,2014-02-24,4163,559,1,0,"0",0
"25091",28,2,2014-02-25,4117,517,1,0,"0",0
"25092",28,3,2014-02-26,4348,481,1,0,"0",0
"25093",28,4,2014-02-27,4838,592,1,0,"0",0
"25094",28,5,2014-02-28,5137,648,1,0,"0",0
"25095",28,6,2014-03-01,3113,349,1,0,"0",0
"25096",28,7,2014-03-02,0,0,0,0,"0",0
"25097",28,1,2014-03-03,10191,940,1,1,"0",0
"25098",28,2,2014-03-04,8071,783,1,1,"0",0
"25099",28,3,2014-03-05,5535,625,1,1,"0",0
"25100",28,4,2014-03-06,6104,695,1,1,"0",0
"25101",28,5,2014-03-07,6202,689,1,1,"0",0
"25102",28,6,2014-03-08,2400,310,1,0,"0",0
"25103",28,7,2014-03-09,0,0,0,0,"0",0
"25104",28,1,2014-03-10,3811,518,1,0,"0",0
"25105",28,2,2014-03-11,3993,503,1,0,"0",0
"25106",28,3,2014-03-12,4073,480,1,0,"0",0
"25107",28,4,2014-03-13,4679,609,1,0,"0",0
"25108",28,5,2014-03-14,4635,566,1,0,"0",0
"25109",28,6,2014-03-15,2461,267,1,0,"0",0
"25110",28,7,2014-03-16,0,0,0,0,"0",0
"25111",28,1,2014-03-17,9400,896,1,1,"0",0
"25112",28,2,2014-03-18,6517,694,1,1,"0",0
"25113",28,3,2014-03-19,5435,599,1,1,"0",0
"25114",28,4,2014-03-20,5626,618,1,1,"0",0
"25115",28,5,2014-03-21,5481,589,1,1,"0",0
